certification_id,employee_id,cert_name,cert_level,issue_date,expiry_date,status
758,309,Defensive Charms,Intermediate,2018-12-14,2021-12-14,Valid
759,310,Herbology Essentials,Intermediate,2017-09-09,2020-09-09,Valid
760,310,Potion Brewing Basics,Master,2021-10-23,2024-10-23,Revoked
761,310,Advanced Spell Theory,Master,2016-09-28,2021-09-28,Revoked
762,311,Herbology Essentials,Master,2024-07-25,2029-07-25,Valid
763,312,Muggle Interaction Training,Intermediate,2020-05-11,2022-05-11,Revoked
764,312,Dark Magic Identification,Master,2021-07-28,2025-07-28,Expired
765,313,Dark Magic Identification,Master,2015-08-06,2018-08-06,Expired
766,313,Wand Safety 101,Master,2019-12-05,2024-12-05,Valid
767,314,Potion Brewing Basics,Master,2019-06-26,2024-06-26,Expired
768,315,Herbology Essentials,Beginner,2020-03-06,2022-03-06,Revoked
769,315,Teleportation Accuracy,Master,2019-09-06,2020-09-06,Valid
770,315,Herbology Essentials,Beginner,2020-02-16,2024-02-16,Revoked
771,316,Defensive Charms,Intermediate,2016-05-21,2021-05-21,Revoked
772,317,Teleportation Accuracy,Master,2021-08-11,2022-08-11,Valid
773,317,Advanced Spell Theory,Master,2016-02-09,2018-02-09,Revoked
774,317,Defensive Charms,Master,2020-07-07,2024-07-07,Valid
775,317,Advanced Spell Theory,Intermediate,2024-07-13,2025-07-13,Revoked
776,318,Dark Magic Identification,Beginner,2017-10-25,2019-10-25,Revoked
777,318,Muggle Interaction Training,Beginner,2023-06-11,2028-06-11,Valid
778,318,Muggle Interaction Training,Beginner,2017-10-19,2018-10-19,Expired
779,319,Potion Brewing Basics,Intermediate,2024-08-17,2028-08-17,Revoked
780,319,Teleportation Accuracy,Beginner,2025-01-19,2026-01-19,Revoked
781,319,Muggle Interaction Training,Master,2018-05-20,2021-05-20,Revoked
782,319,Magical Ethics,Intermediate,2021-02-21,2025-02-21,Expired
783,320,Potion Brewing Basics,Intermediate,2016-11-28,2020-11-28,Expired
784,320,Defensive Charms,Intermediate,2019-07-20,2021-07-20,Expired
785,320,Wand Safety 101,Master,2015-09-01,2019-09-01,Valid
786,320,Herbology Essentials,Intermediate,2016-09-19,2018-09-19,Revoked
787,321,Teleportation Accuracy,Beginner,2022-09-05,2027-09-05,Valid
788,321,Defensive Charms,Intermediate,2021-10-21,2022-10-21,Valid
789,321,Teleportation Accuracy,Intermediate,2017-04-06,2019-04-06,Expired
790,322,Herbology Essentials,Master,2015-09-01,2019-09-01,Expired
791,322,Muggle Interaction Training,Intermediate,2019-05-27,2020-05-27,Valid
792,322,Magical Ethics,Intermediate,2021-09-08,2026-09-08,Expired
793,322,Dark Magic Identification,Master,2021-02-12,2023-02-12,Revoked
794,323,Defensive Charms,Beginner,2020-12-11,2023-12-11,Revoked
795,323,Muggle Interaction Training,Intermediate,2018-08-13,2023-08-13,Valid
796,324,Wand Safety 101,Intermediate,2019-02-07,2023-02-07,Valid
797,325,Teleportation Accuracy,Intermediate,2022-01-01,2023-01-01,Expired
798,326,Teleportation Accuracy,Beginner,2017-06-04,2020-06-04,Valid
799,326,Dark Magic Identification,Beginner,2016-10-31,2017-10-31,Valid
800,327,Advanced Spell Theory,Master,2019-08-07,2020-08-07,Valid
801,327,Muggle Interaction Training,Intermediate,2016-12-23,2017-12-23,Valid
802,328,Wand Safety 101,Beginner,2018-05-30,2023-05-30,Valid
803,328,Wand Safety 101,Intermediate,2019-09-09,2023-09-09,Expired
804,328,Herbology Essentials,Beginner,2024-02-24,2025-02-24,Valid
805,329,Herbology Essentials,Beginner,2022-04-15,2025-04-15,Valid
806,329,Defensive Charms,Beginner,2017-04-10,2022-04-10,Valid
807,329,Teleportation Accuracy,Intermediate,2015-12-26,2018-12-26,Revoked
808,329,Herbology Essentials,Beginner,2016-11-11,2021-11-11,Valid
809,330,Muggle Interaction Training,Master,2024-08-31,2027-08-31,Revoked
810,330,Teleportation Accuracy,Master,2021-12-22,2023-12-22,Valid
811,331,Herbology Essentials,Beginner,2025-01-03,2028-01-03,Revoked
812,331,Advanced Spell Theory,Beginner,2018-08-09,2023-08-09,Valid
813,332,Magical Ethics,Intermediate,2015-11-08,2018-11-08,Expired
814,332,Defensive Charms,Intermediate,2024-04-01,2027-04-01,Valid
815,332,Potion Brewing Basics,Beginner,2017-11-15,2018-11-15,Expired
816,332,Dark Magic Identification,Beginner,2019-12-12,2022-12-12,Revoked
817,333,Magical Ethics,Beginner,2022-05-23,2025-05-23,Revoked
818,333,Dark Magic Identification,Beginner,2018-05-10,2021-05-10,Valid
819,333,Wand Safety 101,Beginner,2022-09-20,2024-09-20,Expired
820,333,Dark Magic Identification,Intermediate,2018-06-10,2021-06-10,Valid
821,334,Magical Ethics,Beginner,2023-08-21,2028-08-21,Expired
822,334,Potion Brewing Basics,Beginner,2016-08-06,2021-08-06,Expired
823,334,Advanced Spell Theory,Master,2017-06-24,2019-06-24,Expired
824,335,Magical Ethics,Master,2023-07-27,2026-07-27,Revoked
825,335,Muggle Interaction Training,Master,2025-01-26,2028-01-26,Expired
826,335,Muggle Interaction Training,Beginner,2019-01-19,2021-01-19,Valid
827,335,Advanced Spell Theory,Intermediate,2015-11-10,2016-11-10,Expired
828,336,Muggle Interaction Training,Intermediate,2017-07-24,2019-07-24,Revoked
829,336,Potion Brewing Basics,Intermediate,2022-09-17,2024-09-17,Revoked
830,337,Teleportation Accuracy,Master,2019-09-05,2023-09-05,Valid
831,338,Potion Brewing Basics,Beginner,2024-06-04,2025-06-04,Valid
832,338,Magical Ethics,Intermediate,2021-10-05,2024-10-05,Revoked
833,338,Potion Brewing Basics,Beginner,2016-11-12,2018-11-12,Revoked
834,339,Muggle Interaction Training,Beginner,2016-08-06,2020-08-06,Expired
835,339,Herbology Essentials,Intermediate,2017-06-29,2021-06-29,Revoked
836,339,Magical Ethics,Beginner,2022-12-13,2027-12-13,Valid
837,339,Herbology Essentials,Master,2019-09-18,2022-09-18,Revoked
838,340,Teleportation Accuracy,Intermediate,2016-03-10,2018-03-10,Expired
839,340,Teleportation Accuracy,Intermediate,2020-03-10,2023-03-10,Valid
840,340,Dark Magic Identification,Master,2023-09-26,2026-09-26,Revoked
841,341,Dark Magic Identification,Master,2025-03-21,2027-03-21,Expired
842,341,Teleportation Accuracy,Intermediate,2017-04-16,2022-04-16,Expired
843,342,Wand Safety 101,Intermediate,2020-05-18,2024-05-18,Valid
844,343,Dark Magic Identification,Master,2022-06-27,2026-06-27,Expired
845,343,Potion Brewing Basics,Intermediate,2015-11-02,2016-11-02,Valid
846,343,Potion Brewing Basics,Master,2017-11-26,2020-11-26,Revoked
847,344,Wand Safety 101,Master,2017-05-22,2018-05-22,Revoked
848,344,Herbology Essentials,Intermediate,2022-06-23,2026-06-23,Revoked
849,344,Dark Magic Identification,Intermediate,2017-10-01,2019-10-01,Expired
850,344,Potion Brewing Basics,Intermediate,2018-12-22,2021-12-22,Expired
851,345,Muggle Interaction Training,Beginner,2024-07-13,2025-07-13,Expired
852,345,Dark Magic Identification,Beginner,2024-11-27,2029-11-27,Revoked
853,345,Defensive Charms,Intermediate,2015-04-22,2018-04-22,Expired
854,345,Herbology Essentials,Intermediate,2021-06-11,2022-06-11,Valid
855,346,Teleportation Accuracy,Beginner,2023-05-04,2024-05-04,Revoked
856,346,Potion Brewing Basics,Intermediate,2019-07-15,2023-07-15,Revoked
857,347,Herbology Essentials,Intermediate,2020-12-23,2023-12-23,Expired
858,347,Defensive Charms,Intermediate,2024-11-28,2025-11-28,Valid
859,348,Defensive Charms,Beginner,2016-07-01,2021-07-01,Valid
860,349,Wand Safety 101,Intermediate,2017-08-10,2020-08-10,Valid
861,349,Dark Magic Identification,Beginner,2021-12-22,2024-12-22,Valid
862,350,Advanced Spell Theory,Beginner,2017-11-19,2022-11-19,Revoked
863,350,Magical Ethics,Intermediate,2023-11-24,2027-11-24,Expired
864,350,Herbology Essentials,Master,2021-10-14,2022-10-14,Valid
865,351,Dark Magic Identification,Master,2022-09-03,2024-09-03,Expired
866,351,Wand Safety 101,Intermediate,2021-11-20,2022-11-20,Valid
867,352,Teleportation Accuracy,Intermediate,2018-09-21,2020-09-21,Revoked
868,352,Dark Magic Identification,Master,2022-12-30,2026-12-30,Revoked
869,353,Defensive Charms,Beginner,2023-08-02,2026-08-02,Valid
870,353,Magical Ethics,Beginner,2023-08-10,2026-08-10,Revoked
871,353,Herbology Essentials,Intermediate,2016-03-02,2019-03-02,Revoked
872,354,Herbology Essentials,Intermediate,2018-12-26,2021-12-26,Revoked
873,354,Potion Brewing Basics,Intermediate,2022-11-26,2027-11-26,Expired
874,354,Potion Brewing Basics,Beginner,2020-07-14,2022-07-14,Revoked
875,355,Magical Ethics,Intermediate,2023-03-22,2024-03-22,Valid
876,355,Potion Brewing Basics,Beginner,2020-04-01,2022-04-01,Expired
877,355,Potion Brewing Basics,Intermediate,2022-10-25,2024-10-25,Revoked
878,356,Dark Magic Identification,Master,2024-07-31,2029-07-31,Expired
879,356,Defensive Charms,Beginner,2019-09-05,2024-09-05,Valid
880,356,Wand Safety 101,Beginner,2018-08-03,2019-08-03,Expired
881,357,Muggle Interaction Training,Master,2023-11-20,2024-11-20,Revoked
882,357,Wand Safety 101,Master,2015-04-25,2016-04-25,Revoked
883,357,Teleportation Accuracy,Intermediate,2021-01-25,2026-01-25,Revoked
884,357,Dark Magic Identification,Master,2022-09-29,2025-09-29,Revoked
885,358,Dark Magic Identification,Master,2022-11-09,2026-11-09,Valid
886,358,Dark Magic Identification,Master,2023-05-05,2025-05-05,Expired
887,359,Wand Safety 101,Master,2024-01-03,2028-01-03,Expired
888,359,Advanced Spell Theory,Master,2024-08-30,2028-08-30,Expired
889,359,Teleportation Accuracy,Master,2015-10-25,2018-10-25,Expired
890,360,Wand Safety 101,Master,2016-11-14,2017-11-14,Valid
891,361,Potion Brewing Basics,Beginner,2016-01-27,2020-01-27,Expired
892,362,Muggle Interaction Training,Master,2023-01-22,2027-01-22,Revoked
893,363,Dark Magic Identification,Master,2016-01-12,2020-01-12,Expired
894,363,Wand Safety 101,Beginner,2023-12-14,2026-12-14,Valid
895,363,Advanced Spell Theory,Intermediate,2025-02-13,2029-02-13,Expired
896,363,Advanced Spell Theory,Intermediate,2019-11-26,2022-11-26,Expired
897,364,Advanced Spell Theory,Master,2017-05-06,2021-05-06,Expired
898,364,Defensive Charms,Beginner,2021-11-17,2026-11-17,Expired
899,364,Herbology Essentials,Master,2016-04-21,2017-04-21,Revoked
900,365,Advanced Spell Theory,Intermediate,2021-06-08,2022-06-08,Revoked
901,365,Herbology Essentials,Master,2024-05-13,2028-05-13,Revoked
902,365,Teleportation Accuracy,Master,2017-07-24,2020-07-24,Expired
903,365,Dark Magic Identification,Master,2023-11-02,2024-11-02,Revoked
904,366,Defensive Charms,Intermediate,2019-06-05,2023-06-05,Expired
905,366,Dark Magic Identification,Intermediate,2018-08-10,2022-08-10,Revoked
906,366,Muggle Interaction Training,Beginner,2021-05-05,2022-05-05,Expired
907,366,Muggle Interaction Training,Beginner,2022-12-01,2026-12-01,Expired
908,367,Herbology Essentials,Beginner,2016-12-28,2019-12-28,Revoked
909,367,Dark Magic Identification,Intermediate,2020-12-16,2024-12-16,Revoked
910,367,Herbology Essentials,Master,2021-06-03,2023-06-03,Valid
911,368,Wand Safety 101,Master,2017-03-19,2021-03-19,Expired
912,368,Dark Magic Identification,Master,2024-05-08,2028-05-08,Revoked
913,369,Herbology Essentials,Intermediate,2021-11-28,2026-11-28,Revoked
914,369,Muggle Interaction Training,Master,2020-03-06,2021-03-06,Expired
915,369,Magical Ethics,Beginner,2020-05-14,2021-05-14,Revoked
916,369,Defensive Charms,Master,2018-10-27,2022-10-27,Revoked
917,370,Potion Brewing Basics,Master,2018-01-09,2019-01-09,Revoked
918,370,Magical Ethics,Intermediate,2024-02-16,2029-02-16,Valid
919,370,Wand Safety 101,Intermediate,2017-02-27,2019-02-27,Expired
920,370,Potion Brewing Basics,Beginner,2025-02-22,2027-02-22,Valid
921,371,Magical Ethics,Intermediate,2019-04-30,2021-04-30,Valid
922,371,Potion Brewing Basics,Master,2018-03-25,2023-03-25,Revoked
923,372,Dark Magic Identification,Intermediate,2017-11-03,2021-11-03,Expired
924,372,Herbology Essentials,Intermediate,2018-05-23,2022-05-23,Revoked
925,373,Muggle Interaction Training,Intermediate,2016-07-24,2020-07-24,Valid
926,374,Dark Magic Identification,Master,2019-07-06,2023-07-06,Valid
927,374,Dark Magic Identification,Master,2018-03-18,2020-03-18,Revoked
928,375,Herbology Essentials,Beginner,2020-02-17,2022-02-17,Revoked
929,375,Potion Brewing Basics,Intermediate,2018-09-09,2023-09-09,Revoked
930,376,Potion Brewing Basics,Master,2019-10-18,2022-10-18,Revoked
931,376,Wand Safety 101,Beginner,2019-09-12,2021-09-12,Expired
932,377,Wand Safety 101,Intermediate,2024-12-09,2028-12-09,Revoked
933,377,Defensive Charms,Master,2017-10-05,2018-10-05,Revoked
934,378,Teleportation Accuracy,Intermediate,2021-10-02,2023-10-02,Revoked
935,378,Magical Ethics,Beginner,2020-07-31,2025-07-31,Revoked
936,378,Dark Magic Identification,Beginner,2016-10-26,2019-10-26,Revoked
937,378,Herbology Essentials,Beginner,2023-06-23,2027-06-23,Valid
938,379,Muggle Interaction Training,Beginner,2020-10-15,2024-10-15,Revoked
939,379,Teleportation Accuracy,Beginner,2021-04-04,2026-04-04,Revoked
940,379,Magical Ethics,Master,2022-06-16,2026-06-16,Expired
941,379,Wand Safety 101,Beginner,2020-11-02,2022-11-02,Expired
942,380,Teleportation Accuracy,Master,2020-09-07,2025-09-07,Revoked
943,381,Teleportation Accuracy,Intermediate,2019-05-17,2024-05-17,Expired
944,381,Wand Safety 101,Master,2023-11-02,2028-11-02,Valid
945,381,Advanced Spell Theory,Intermediate,2019-06-07,2020-06-07,Revoked
946,381,Herbology Essentials,Master,2019-02-13,2024-02-13,Valid
947,382,Advanced Spell Theory,Master,2022-08-26,2023-08-26,Valid
948,382,Advanced Spell Theory,Beginner,2015-07-30,2017-07-30,Valid
949,382,Teleportation Accuracy,Intermediate,2022-04-20,2026-04-20,Revoked
950,383,Defensive Charms,Beginner,2024-12-15,2026-12-15,Expired
951,384,Advanced Spell Theory,Intermediate,2020-03-23,2024-03-23,Revoked
952,384,Potion Brewing Basics,Master,2017-08-18,2021-08-18,Valid
953,385,Muggle Interaction Training,Intermediate,2023-08-22,2028-08-22,Valid
954,385,Wand Safety 101,Beginner,2018-02-02,2020-02-02,Expired
955,385,Herbology Essentials,Beginner,2017-06-24,2019-06-24,Valid
956,386,Dark Magic Identification,Master,2020-06-23,2021-06-23,Expired
957,386,Wand Safety 101,Beginner,2019-03-29,2023-03-29,Revoked
958,386,Potion Brewing Basics,Intermediate,2017-04-01,2018-04-01,Revoked
959,386,Potion Brewing Basics,Intermediate,2024-06-10,2029-06-10,Revoked
960,387,Potion Brewing Basics,Intermediate,2018-04-18,2021-04-18,Expired
961,387,Dark Magic Identification,Intermediate,2022-02-21,2026-02-21,Valid
962,387,Teleportation Accuracy,Beginner,2016-09-29,2020-09-29,Expired
963,387,Defensive Charms,Beginner,2021-03-03,2024-03-03,Expired
964,388,Wand Safety 101,Intermediate,2020-08-04,2021-08-04,Revoked
965,388,Muggle Interaction Training,Master,2020-08-05,2025-08-05,Revoked
966,388,Teleportation Accuracy,Intermediate,2017-07-22,2022-07-22,Revoked
967,388,Potion Brewing Basics,Master,2022-12-22,2023-12-22,Expired
968,389,Magical Ethics,Intermediate,2019-09-28,2024-09-28,Valid
969,389,Advanced Spell Theory,Beginner,2018-07-26,2020-07-26,Valid
970,390,Muggle Interaction Training,Intermediate,2022-08-22,2023-08-22,Revoked
971,390,Wand Safety 101,Intermediate,2023-10-28,2028-10-28,Revoked
972,391,Teleportation Accuracy,Beginner,2024-09-01,2027-09-01,Valid
973,392,Herbology Essentials,Intermediate,2016-07-03,2020-07-03,Valid
974,392,Magical Ethics,Beginner,2022-01-09,2025-01-09,Revoked
975,392,Potion Brewing Basics,Beginner,2024-02-01,2025-02-01,Expired
976,392,Dark Magic Identification,Beginner,2020-05-28,2024-05-28,Valid
977,393,Magical Ethics,Intermediate,2019-01-14,2020-01-14,Valid
978,393,Defensive Charms,Beginner,2019-11-21,2024-11-21,Valid
979,393,Defensive Charms,Intermediate,2021-10-10,2026-10-10,Revoked
980,393,Muggle Interaction Training,Master,2019-06-22,2021-06-22,Valid
981,394,Advanced Spell Theory,Intermediate,2019-10-26,2024-10-26,Expired
982,394,Teleportation Accuracy,Intermediate,2019-03-29,2023-03-29,Valid
983,395,Wand Safety 101,Beginner,2022-08-14,2026-08-14,Expired
984,395,Magical Ethics,Beginner,2024-11-24,2028-11-24,Valid
985,395,Muggle Interaction Training,Intermediate,2024-01-27,2029-01-27,Expired
986,395,Teleportation Accuracy,Beginner,2022-05-21,2023-05-21,Revoked
987,396,Teleportation Accuracy,Master,2019-10-27,2022-10-27,Valid
988,396,Dark Magic Identification,Beginner,2023-01-29,2026-01-29,Revoked
989,396,Magical Ethics,Beginner,2017-09-21,2019-09-21,Expired
990,397,Potion Brewing Basics,Master,2016-12-14,2020-12-14,Expired
991,397,Teleportation Accuracy,Master,2017-11-29,2021-11-29,Revoked
992,397,Defensive Charms,Beginner,2022-10-14,2026-10-14,Revoked
993,397,Defensive Charms,Intermediate,2015-09-12,2019-09-12,Revoked
994,398,Muggle Interaction Training,Intermediate,2022-09-07,2025-09-07,Revoked
995,398,Defensive Charms,Master,2016-09-06,2017-09-06,Revoked
996,399,Teleportation Accuracy,Master,2024-03-02,2027-03-02,Expired
997,399,Advanced Spell Theory,Beginner,2015-12-23,2019-12-23,Expired
998,400,Defensive Charms,Master,2020-06-02,2022-06-02,Valid
999,400,Advanced Spell Theory,Beginner,2017-03-07,2022-03-07,Expired
1000,401,Wand Safety 101,Master,2018-02-08,2020-02-08,Expired
1001,401,Dark Magic Identification,Master,2017-09-01,2022-09-01,Expired
1002,401,Teleportation Accuracy,Beginner,2020-08-09,2022-08-09,Valid
1003,402,Defensive Charms,Beginner,2024-01-31,2027-01-31,Expired
1004,402,Muggle Interaction Training,Beginner,2021-07-19,2023-07-19,Revoked
1005,402,Defensive Charms,Intermediate,2019-09-10,2023-09-10,Expired
1006,403,Herbology Essentials,Master,2021-03-16,2022-03-16,Expired
1007,403,Advanced Spell Theory,Master,2019-12-28,2022-12-28,Valid
1008,403,Defensive Charms,Intermediate,2022-04-28,2024-04-28,Revoked
1009,403,Wand Safety 101,Beginner,2025-02-02,2026-02-02,Revoked
1010,404,Advanced Spell Theory,Intermediate,2019-10-07,2023-10-07,Expired
1011,404,Magical Ethics,Intermediate,2015-09-01,2020-09-01,Revoked
1012,405,Teleportation Accuracy,Beginner,2021-05-19,2022-05-19,Revoked
1013,406,Magical Ethics,Beginner,2016-03-05,2021-03-05,Revoked
1014,407,Potion Brewing Basics,Intermediate,2024-03-15,2025-03-15,Expired
1015,407,Teleportation Accuracy,Master,2015-10-01,2020-10-01,Revoked
1016,407,Advanced Spell Theory,Master,2022-04-13,2026-04-13,Expired
1017,408,Advanced Spell Theory,Master,2022-10-31,2023-10-31,Valid
1018,409,Wand Safety 101,Master,2018-09-13,2020-09-13,Valid
1019,409,Advanced Spell Theory,Intermediate,2022-06-30,2025-06-30,Valid
1020,409,Wand Safety 101,Master,2021-07-21,2026-07-21,Valid
1021,410,Advanced Spell Theory,Master,2020-01-23,2021-01-23,Revoked
1022,410,Advanced Spell Theory,Master,2022-03-10,2027-03-10,Valid
1023,410,Defensive Charms,Beginner,2016-04-16,2020-04-16,Valid
1024,410,Defensive Charms,Master,2021-04-08,2026-04-08,Valid
1025,411,Teleportation Accuracy,Master,2020-11-16,2024-11-16,Valid
1026,411,Advanced Spell Theory,Beginner,2022-08-28,2023-08-28,Valid
1027,411,Dark Magic Identification,Beginner,2024-11-03,2027-11-03,Revoked
1028,411,Wand Safety 101,Beginner,2023-09-13,2027-09-13,Revoked
1029,412,Muggle Interaction Training,Beginner,2018-09-04,2022-09-04,Expired
1030,412,Herbology Essentials,Intermediate,2018-12-09,2022-12-09,Expired
1031,413,Magical Ethics,Beginner,2017-07-06,2021-07-06,Revoked
1032,413,Muggle Interaction Training,Master,2024-04-25,2026-04-25,Expired
1033,413,Wand Safety 101,Intermediate,2020-09-28,2022-09-28,Revoked
1034,414,Magical Ethics,Intermediate,2016-03-04,2021-03-04,Revoked
1035,414,Advanced Spell Theory,Beginner,2021-09-13,2024-09-13,Valid
1036,414,Dark Magic Identification,Intermediate,2018-01-20,2021-01-20,Valid
1037,415,Wand Safety 101,Master,2018-09-27,2019-09-27,Valid
1038,416,Magical Ethics,Beginner,2016-01-06,2017-01-06,Expired
1039,417,Defensive Charms,Intermediate,2019-10-31,2021-10-31,Valid
1040,417,Advanced Spell Theory,Master,2024-05-16,2029-05-16,Valid
1041,417,Herbology Essentials,Beginner,2021-09-15,2023-09-15,Expired
1042,418,Advanced Spell Theory,Beginner,2018-04-09,2019-04-09,Revoked
1043,418,Muggle Interaction Training,Intermediate,2018-09-11,2020-09-11,Valid
1044,418,Potion Brewing Basics,Intermediate,2022-04-25,2025-04-25,Valid
1045,418,Potion Brewing Basics,Beginner,2025-01-12,2030-01-12,Revoked
1046,419,Wand Safety 101,Intermediate,2018-01-10,2022-01-10,Expired
1047,419,Muggle Interaction Training,Intermediate,2023-07-06,2028-07-06,Valid
1048,420,Muggle Interaction Training,Intermediate,2016-08-01,2020-08-01,Valid
1049,420,Advanced Spell Theory,Master,2015-06-19,2019-06-19,Expired
1050,420,Advanced Spell Theory,Master,2016-07-01,2020-07-01,Valid
1051,421,Advanced Spell Theory,Intermediate,2016-09-19,2017-09-19,Revoked
1052,421,Herbology Essentials,Intermediate,2020-08-09,2021-08-09,Expired
1053,422,Defensive Charms,Beginner,2022-04-05,2027-04-05,Valid
1054,422,Potion Brewing Basics,Beginner,2018-09-03,2020-09-03,Expired
1055,422,Defensive Charms,Beginner,2023-11-03,2028-11-03,Valid
1056,423,Potion Brewing Basics,Intermediate,2021-03-15,2025-03-15,Valid
1057,424,Magical Ethics,Master,2016-06-17,2018-06-17,Valid
1058,424,Defensive Charms,Intermediate,2015-04-23,2019-04-23,Revoked
1059,425,Teleportation Accuracy,Intermediate,2018-07-13,2021-07-13,Valid
1060,425,Muggle Interaction Training,Master,2022-02-21,2027-02-21,Valid
1061,425,Advanced Spell Theory,Master,2019-06-13,2020-06-13,Revoked
1062,425,Herbology Essentials,Master,2015-06-23,2016-06-23,Revoked
1063,426,Dark Magic Identification,Master,2022-01-20,2024-01-20,Revoked
1064,427,Dark Magic Identification,Master,2024-08-28,2027-08-28,Valid
1065,428,Muggle Interaction Training,Intermediate,2016-11-30,2019-11-30,Valid
1066,428,Herbology Essentials,Intermediate,2020-11-10,2023-11-10,Revoked
1067,428,Wand Safety 101,Master,2016-07-19,2019-07-19,Expired
1068,429,Potion Brewing Basics,Master,2021-07-25,2024-07-25,Revoked
1069,429,Dark Magic Identification,Intermediate,2022-05-30,2025-05-30,Valid
1070,430,Muggle Interaction Training,Intermediate,2024-09-01,2027-09-01,Revoked
1071,431,Potion Brewing Basics,Intermediate,2020-07-15,2022-07-15,Expired
1072,431,Teleportation Accuracy,Beginner,2019-01-24,2022-01-24,Revoked
1073,431,Potion Brewing Basics,Beginner,2024-01-02,2025-01-02,Revoked
1074,432,Potion Brewing Basics,Beginner,2022-12-22,2026-12-22,Expired
1075,433,Potion Brewing Basics,Beginner,2018-07-17,2022-07-17,Expired
1076,433,Teleportation Accuracy,Intermediate,2023-07-24,2025-07-24,Expired
1077,433,Advanced Spell Theory,Intermediate,2016-03-26,2017-03-26,Revoked
1078,433,Potion Brewing Basics,Intermediate,2023-10-07,2027-10-07,Valid
1079,434,Defensive Charms,Beginner,2015-06-22,2017-06-22,Expired
1080,434,Advanced Spell Theory,Beginner,2021-08-25,2022-08-25,Expired
1081,434,Magical Ethics,Intermediate,2023-09-27,2026-09-27,Expired
1082,435,Muggle Interaction Training,Master,2022-06-05,2026-06-05,Revoked
1083,435,Teleportation Accuracy,Master,2023-08-04,2028-08-04,Expired
1084,435,Potion Brewing Basics,Beginner,2017-03-05,2019-03-05,Revoked
1085,436,Herbology Essentials,Intermediate,2015-12-03,2020-12-03,Revoked
1086,436,Dark Magic Identification,Beginner,2019-09-14,2024-09-14,Valid
1087,437,Dark Magic Identification,Beginner,2025-01-30,2030-01-30,Revoked
1088,437,Potion Brewing Basics,Master,2019-09-06,2023-09-06,Valid
1089,437,Wand Safety 101,Master,2018-02-10,2019-02-10,Revoked
1090,438,Teleportation Accuracy,Master,2025-03-01,2026-03-01,Expired
1091,438,Magical Ethics,Intermediate,2016-10-25,2020-10-25,Revoked
1092,439,Teleportation Accuracy,Intermediate,2017-04-24,2018-04-24,Revoked
1093,439,Herbology Essentials,Master,2016-10-21,2018-10-21,Expired
1094,440,Muggle Interaction Training,Intermediate,2021-10-25,2025-10-25,Valid
1095,440,Teleportation Accuracy,Master,2016-10-18,2021-10-18,Expired
1096,440,Muggle Interaction Training,Beginner,2019-01-21,2023-01-21,Expired
1097,441,Defensive Charms,Beginner,2023-03-02,2028-03-02,Revoked
1098,441,Herbology Essentials,Master,2018-03-29,2023-03-29,Revoked
1099,441,Teleportation Accuracy,Intermediate,2020-02-03,2024-02-03,Expired
1100,442,Dark Magic Identification,Intermediate,2021-07-15,2026-07-15,Expired
1101,442,Advanced Spell Theory,Intermediate,2020-12-13,2025-12-13,Expired
1102,443,Potion Brewing Basics,Beginner,2019-11-06,2020-11-06,Valid
1103,443,Magical Ethics,Beginner,2015-06-05,2018-06-05,Expired
1104,443,Potion Brewing Basics,Beginner,2018-07-15,2019-07-15,Revoked
1105,443,Teleportation Accuracy,Intermediate,2019-09-17,2020-09-17,Valid
1106,444,Muggle Interaction Training,Master,2016-10-18,2018-10-18,Valid
1107,445,Magical Ethics,Master,2019-04-14,2022-04-14,Revoked
1108,445,Dark Magic Identification,Intermediate,2024-02-23,2029-02-23,Expired
1109,445,Magical Ethics,Beginner,2020-10-09,2025-10-09,Valid
1110,446,Advanced Spell Theory,Beginner,2019-12-11,2020-12-11,Valid
1111,446,Teleportation Accuracy,Master,2022-11-06,2023-11-06,Valid
1112,447,Advanced Spell Theory,Master,2019-03-26,2024-03-26,Revoked
1113,447,Wand Safety 101,Beginner,2020-03-05,2025-03-05,Revoked
1114,447,Wand Safety 101,Intermediate,2018-09-11,2021-09-11,Valid
1115,448,Wand Safety 101,Intermediate,2016-06-21,2021-06-21,Revoked
1116,448,Defensive Charms,Master,2023-02-12,2027-02-12,Valid
1117,448,Advanced Spell Theory,Intermediate,2020-02-02,2024-02-02,Revoked
1118,449,Teleportation Accuracy,Intermediate,2024-03-27,2026-03-27,Expired
1119,450,Teleportation Accuracy,Master,2022-11-07,2024-11-07,Expired
1120,450,Wand Safety 101,Beginner,2019-04-24,2022-04-24,Expired
1121,451,Wand Safety 101,Intermediate,2021-09-26,2026-09-26,Valid
1122,452,Muggle Interaction Training,Beginner,2024-07-16,2028-07-16,Valid
1123,453,Potion Brewing Basics,Beginner,2022-09-17,2027-09-17,Expired
1124,454,Defensive Charms,Beginner,2020-10-05,2021-10-05,Revoked
1125,455,Advanced Spell Theory,Master,2019-10-11,2024-10-11,Valid
1126,455,Teleportation Accuracy,Master,2021-08-31,2022-08-31,Expired
1127,455,Magical Ethics,Intermediate,2020-07-26,2024-07-26,Expired
1128,456,Potion Brewing Basics,Intermediate,2018-08-29,2020-08-29,Revoked
1129,456,Advanced Spell Theory,Master,2023-12-01,2025-12-01,Valid
1130,456,Magical Ethics,Beginner,2022-06-07,2026-06-07,Valid
1131,457,Teleportation Accuracy,Intermediate,2025-02-16,2028-02-16,Valid
